gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,Input,Symbol,Feature Type
ENSMUSG00000019782.9,133.1587311,-2.98627979,0.369296809,-8.086394794,6.14568E-16,1.60127E-14,ENSMUSG00000019782,ENSMUSG00000019782,Rwdd1,protein coding gene
ENSMUSG00000019791.11,82.90527715,-2.478059771,0.4453577,-5.564201028,2.63356E-08,2.41812E-07,ENSMUSG00000019791,ENSMUSG00000019791,Hint3,protein coding gene
ENSMUSG00000019795.17,104.9710213,-2.155109734,0.337011002,-6.394775601,1.60783E-10,2.04337E-09,ENSMUSG00000019795,ENSMUSG00000019795,Pcmt1,protein coding gene
ENSMUSG00000019797.10,128.0145977,-3.134408698,0.434475882,-7.214229432,5.42402E-13,9.60299E-12,ENSMUSG00000019797,ENSMUSG00000019797,Mtres1,protein coding gene
ENSMUSG00000019810.15,161.3772882,-2.217756453,0.323057636,-6.864894073,6.65406E-12,1.03482E-10,ENSMUSG00000019810,ENSMUSG00000019810,Fuca2,protein coding gene
ENSMUSG00000019851.7,230.5947452,-2.142891189,0.271044634,-7.906045418,2.65694E-15,6.36849E-14,ENSMUSG00000019851,ENSMUSG00000019851,Perp,protein coding gene
ENSMUSG00000019857.6,36.96833904,-2.02138451,0.499191445,-4.049317213,5.13673E-05,0.000254211,ENSMUSG00000019857,ENSMUSG00000019857,Asf1a,protein coding gene
ENSMUSG00000020003.15,55.67579446,-3.824981884,0.548551633,-6.972874854,3.10529E-12,5.02061E-11,ENSMUSG00000020003,ENSMUSG00000020003,Pex7,protein coding gene
ENSMUSG00000020022.16,184.8891198,-2.226570735,0.395888104,-5.62424259,1.86324E-08,1.74684E-07,ENSMUSG00000020022,ENSMUSG00000020022,Ndufa12,protein coding gene
ENSMUSG00000020089.8,117.2595725,-2.646149859,0.374163327,-7.072178558,1.5252E-12,2.56263E-11,ENSMUSG00000020089,ENSMUSG00000020089,Ppa1,protein coding gene
ENSMUSG00000020098.6,660.9328646,-3.575178285,0.269322834,-13.27469427,3.24593E-40,8.97238E-38,ENSMUSG00000020098,ENSMUSG00000020098,Pcbd1,protein coding gene
ENSMUSG00000020116.7,53.21659842,-2.353158376,0.565120258,-4.163995793,3.12726E-05,0.000163101,ENSMUSG00000020116,ENSMUSG00000020116,Pno1,protein coding gene
ENSMUSG00000020149.17,433.9843978,-2.005796604,0.260946143,-7.686630592,1.5106E-14,3.35781E-13,ENSMUSG00000020149,ENSMUSG00000020149,Rab1a,protein coding gene
ENSMUSG00000020163.12,644.0427111,-2.090405201,0.35798221,-5.839410858,5.23857E-09,5.33761E-08,ENSMUSG00000020163,ENSMUSG00000020163,Uqcr11,protein coding gene
ENSMUSG00000020180.9,82.47192276,-3.458671732,0.408965417,-8.457125203,2.7405E-17,8.57055E-16,ENSMUSG00000020180,ENSMUSG00000020180,Snrpd3,protein coding gene
ENSMUSG00000020182.16,38.10010479,-3.628150991,0.664830908,-5.457253789,4.83555E-08,4.25856E-07,ENSMUSG00000020182,ENSMUSG00000020182,Ddc,protein coding gene
ENSMUSG00000020224.14,76.93938539,-2.293900255,0.439993985,-5.213480939,1.8533E-07,1.48628E-06,ENSMUSG00000020224,ENSMUSG00000020224,Llph,protein coding gene
ENSMUSG00000020225.10,106.142752,-2.071362128,0.338042568,-6.127518612,8.92602E-10,1.02255E-08,ENSMUSG00000020225,ENSMUSG00000020225,Tmbim4,protein coding gene
ENSMUSG00000020265.15,215.650949,-2.082605835,0.273946105,-7.602246571,2.91034E-14,6.1501E-13,ENSMUSG00000020265,ENSMUSG00000020265,Sumo3,protein coding gene
ENSMUSG00000020267.6,490.4171523,-2.215664711,0.290010298,-7.639951837,2.17303E-14,4.661E-13,ENSMUSG00000020267,ENSMUSG00000020267,Hint1,protein coding gene
ENSMUSG00000020309.6,46.54826186,-2.125821487,0.470144425,-4.521635004,6.13638E-06,3.72398E-05,ENSMUSG00000020309,ENSMUSG00000020309,Chac2,protein coding gene
ENSMUSG00000020321.15,523.336322,-3.120799464,0.254497751,-12.26258168,1.43843E-34,2.46518E-32,ENSMUSG00000020321,ENSMUSG00000020321,Mdh1,protein coding gene
ENSMUSG00000020386.5,78.01826454,-2.640599576,0.401856553,-6.571000411,4.99783E-11,6.87423E-10,ENSMUSG00000020386,ENSMUSG00000020386,Sar1b,protein coding gene
ENSMUSG00000020390.12,159.1657877,-2.090064014,0.289020152,-7.231551152,4.77508E-13,8.48914E-12,ENSMUSG00000020390,ENSMUSG00000020390,Ube2b,protein coding gene
ENSMUSG00000020402.11,243.3381295,-2.357545357,0.254147051,-9.276304191,1.75459E-20,7.75005E-19,ENSMUSG00000020402,ENSMUSG00000020402,Vdac1,protein coding gene
ENSMUSG00000020415.16,39.33402588,-2.414449279,0.567156581,-4.257112336,2.07084E-05,0.000112382,ENSMUSG00000020415,ENSMUSG00000020415,Pttg1,protein coding gene
ENSMUSG00000020444.19,385.8249716,-2.387444154,0.290578919,-8.216164356,2.10115E-16,5.84571E-15,ENSMUSG00000020444,ENSMUSG00000020444,Guk1,protein coding gene
ENSMUSG00000020457.13,137.8530452,-2.455397563,0.329378921,-7.454628715,9.01213E-14,1.77325E-12,ENSMUSG00000020457,ENSMUSG00000020457,Drg1,protein coding gene
ENSMUSG00000020460.15,2313.371665,-3.247967877,0.266600855,-12.18288619,3.83467E-34,6.3191E-32,ENSMUSG00000020460,ENSMUSG00000020460,Rps27a,protein coding gene
ENSMUSG00000020485.14,71.85701818,-3.083325644,0.483119173,-6.382122298,1.7465E-10,2.20572E-09,ENSMUSG00000020485,ENSMUSG00000020485,Supt4a,protein coding gene
ENSMUSG00000020526.12,17.99000649,-2.558388431,0.806809628,-3.170993926,0.001519183,0.00508511,ENSMUSG00000020526,ENSMUSG00000020526,Znhit3,protein coding gene
ENSMUSG00000020528.14,17.08881065,-2.131837844,0.739080851,-2.884444701,0.003921046,0.01169083,ENSMUSG00000020528,ENSMUSG00000020528,Prpsap2,protein coding gene
ENSMUSG00000020553.8,28.369314,-2.182542215,0.642540629,-3.396738069,0.000681942,0.002545105,ENSMUSG00000020553,ENSMUSG00000020553,Pctp,protein coding gene
ENSMUSG00000020570.14,476.0681385,-2.100723328,0.244003535,-8.609397098,7.34458E-18,2.48758E-16,ENSMUSG00000020570,ENSMUSG00000020570,Sypl1,protein coding gene
ENSMUSG00000020571.12,1346.861677,-2.021481994,0.22372112,-9.03572265,1.62922E-19,6.66387E-18,ENSMUSG00000020571,ENSMUSG00000020571,Pdia6,protein coding gene
ENSMUSG00000020577.15,398.2811866,-2.086228277,0.254443166,-8.199191641,2.42009E-16,6.68959E-15,ENSMUSG00000020577,ENSMUSG00000020577,Tspan13,protein coding gene
ENSMUSG00000020581.11,10.4175992,-4.151665852,1.439903464,-2.883294578,0.003935392,0.011721368,ENSMUSG00000020581,ENSMUSG00000020581,Agr2,protein coding gene
ENSMUSG00000020629.12,245.4203403,-2.95663827,0.288077584,-10.26334028,1.03078E-24,6.74257E-23,ENSMUSG00000020629,ENSMUSG00000020629,Adi1,protein coding gene
ENSMUSG00000020648.2,8.322091288,-3.398098929,1.329660755,-2.555613465,0.01060008,0.027433429,ENSMUSG00000020648,ENSMUSG00000020648,Dus4l,protein coding gene
ENSMUSG00000020664.9,148.2010954,-2.262668105,0.29553938,-7.656062984,1.9172E-14,4.1856E-13,ENSMUSG00000020664,ENSMUSG00000020664,Dld,protein coding gene
ENSMUSG00000020669.15,29.28766534,-2.024027082,0.593983869,-3.407545536,0.0006555,0.002456046,ENSMUSG00000020669,ENSMUSG00000020669,Sh3yl1,protein coding gene
ENSMUSG00000020680.15,89.16597718,-3.250546933,0.395376829,-8.221389558,2.01159E-16,5.60562E-15,ENSMUSG00000020680,ENSMUSG00000020680,Taf15,protein coding gene
ENSMUSG00000020708.12,227.3513519,-2.143104871,0.352970696,-6.071622641,1.26624E-09,1.41374E-08,ENSMUSG00000020708,ENSMUSG00000020708,Psmc5,protein coding gene
ENSMUSG00000020720.13,124.4985874,-2.61418204,0.41837137,-6.248472603,4.14486E-10,4.96745E-09,ENSMUSG00000020720,ENSMUSG00000020720,Psmd12,protein coding gene
ENSMUSG00000020766.4,235.938321,-2.392978845,0.312643688,-7.654012971,1.94803E-14,4.24052E-13,ENSMUSG00000020766,ENSMUSG00000020766,Galk1,protein coding gene
ENSMUSG00000020803.3,273.1248933,-3.293305934,0.29782486,-11.05786111,2.00829E-28,2.00106E-26,ENSMUSG00000020803,ENSMUSG00000020803,Txndc17,protein coding gene
ENSMUSG00000020840.10,73.53614647,-2.423155637,0.389004138,-6.229125611,4.69046E-10,5.58229E-09,ENSMUSG00000020840,ENSMUSG00000020840,Blmh,protein coding gene
ENSMUSG00000020849.13,501.3245448,-2.380025648,0.237206613,-10.0335552,1.08537E-23,6.54965E-22,ENSMUSG00000020849,ENSMUSG00000020849,Ywhae,protein coding gene
ENSMUSG00000020873.13,337.0787141,-2.33185868,0.28198633,-8.269403262,1.34631E-16,3.83912E-15,ENSMUSG00000020873,ENSMUSG00000020873,Slc35b1,protein coding gene
ENSMUSG00000020928.14,4.922177911,-4.024485342,1.65380358,-2.433472386,0.014954776,0.036639736,ENSMUSG00000020928,ENSMUSG00000020928,Higd1b,protein coding gene
ENSMUSG00000020949.8,24.26059967,-2.162066826,0.714066303,-3.02782363,0.002463218,0.007770057,ENSMUSG00000020949,ENSMUSG00000020949,Fkbp3,protein coding gene
ENSMUSG00000020988.8,32.31308777,-2.122038596,0.665683009,-3.187761393,0.001433788,0.004845644,ENSMUSG00000020988,ENSMUSG00000020988,L2hgdh,protein coding gene
ENSMUSG00000020993.8,58.06236876,-2.053689064,0.419794385,-4.892130851,9.97501E-07,7.04375E-06,ENSMUSG00000020993,ENSMUSG00000020993,Trappc6b,protein coding gene
ENSMUSG00000021018.7,30.37511159,-2.007648106,0.59365851,-3.381823176,0.000720065,0.002670519,ENSMUSG00000021018,ENSMUSG00000021018,Polr2h,protein coding gene
ENSMUSG00000021024.14,159.7728889,-2.521801503,0.300950475,-8.379456794,5.31725E-17,1.59313E-15,ENSMUSG00000021024,ENSMUSG00000021024,Psma6,protein coding gene
ENSMUSG00000021037.6,140.4174695,-2.772650165,0.36270722,-7.644320296,2.10052E-14,4.52973E-13,ENSMUSG00000021037,ENSMUSG00000021037,Ahsa1,protein coding gene
ENSMUSG00000021040.15,41.34387776,-2.578199529,0.533323444,-4.834213757,1.33673E-06,9.23E-06,ENSMUSG00000021040,ENSMUSG00000021040,Slirp,protein coding gene
ENSMUSG00000021072.12,134.7421556,-3.126870192,0.338591329,-9.234938779,2.58434E-20,1.13857E-18,ENSMUSG00000021072,ENSMUSG00000021072,Tmx1,protein coding gene
ENSMUSG00000021076.5,91.23545123,-2.575583921,0.384851381,-6.692411786,2.19522E-11,3.18288E-10,ENSMUSG00000021076,ENSMUSG00000021076,Actr10,protein coding gene
ENSMUSG00000021079.15,57.07236935,-2.672987258,0.462128762,-5.784074646,7.29126E-09,7.32459E-08,ENSMUSG00000021079,ENSMUSG00000021079,Timm9,protein coding gene
ENSMUSG00000021094.9,106.5734846,-2.816947064,0.351430015,-8.015670104,1.09538E-15,2.74053E-14,ENSMUSG00000021094,ENSMUSG00000021094,Dhrs7,protein coding gene
ENSMUSG00000021102.3,129.1018508,-3.01414085,0.410159278,-7.3487082,2.00132E-13,3.75258E-12,ENSMUSG00000021102,ENSMUSG00000021102,Glrx5,protein coding gene
ENSMUSG00000021116.9,101.8307235,-2.195737581,0.363547474,-6.039754748,1.54349E-09,1.69566E-08,ENSMUSG00000021116,ENSMUSG00000021116,Eif2s1,protein coding gene
ENSMUSG00000021124.13,201.7308642,-2.663714251,0.305491644,-8.71943407,2.79596E-18,1.00036E-16,ENSMUSG00000021124,ENSMUSG00000021124,Vti1b,protein coding gene
ENSMUSG00000021131.13,64.20613795,-5.005240099,0.606960413,-8.246402886,1.63234E-16,4.6393E-15,ENSMUSG00000021131,ENSMUSG00000021131,Erh,protein coding gene
ENSMUSG00000021178.8,177.3881214,-2.02079877,0.301283666,-6.707296146,1.98264E-11,2.89178E-10,ENSMUSG00000021178,ENSMUSG00000021178,Psmc1,protein coding gene
ENSMUSG00000021194.5,574.6722814,-2.101501444,0.737347316,-2.850083532,0.004370775,0.01283302,ENSMUSG00000021194,ENSMUSG00000021194,Chga,protein coding gene
ENSMUSG00000021211.3,29.32861061,-3.393922483,0.611116246,-5.553644674,2.79774E-08,2.56268E-07,ENSMUSG00000021211,ENSMUSG00000021211,Akr1c12,protein coding gene
ENSMUSG00000021213.11,16.48124365,-2.841293928,0.802671564,-3.539796418,0.000400436,0.001584546,ENSMUSG00000021213,ENSMUSG00000021213,Akr1c13,protein coding gene
ENSMUSG00000021243.14,58.66954173,-2.083858947,0.465110407,-4.4803533,7.45196E-06,4.43597E-05,ENSMUSG00000021243,ENSMUSG00000021243,Fcf1,protein coding gene
ENSMUSG00000021248.8,1035.220933,-3.148142331,0.211688826,-14.87155645,5.04272E-50,3.20082E-47,ENSMUSG00000021248,ENSMUSG00000021248,Tmed10,protein coding gene
ENSMUSG00000021273.9,132.0972886,-2.812042622,0.385744363,-7.289912425,3.10157E-13,5.66681E-12,ENSMUSG00000021273,ENSMUSG00000021273,Fdft1,protein coding gene
ENSMUSG00000021290.5,287.2326744,-2.778828067,0.306834652,-9.056434966,1.34784E-19,5.56608E-18,ENSMUSG00000021290,ENSMUSG00000021290,Atp5mj,protein coding gene
ENSMUSG00000021361.6,80.02164293,-2.602601995,0.37301355,-6.977231782,3.01053E-12,4.88121E-11,ENSMUSG00000021361,ENSMUSG00000021361,Tmem14c,protein coding gene
ENSMUSG00000021418.15,10.83633081,-2.53704322,1.091816871,-2.323689336,0.02014215,0.046991039,ENSMUSG00000021418,ENSMUSG00000021418,Rpp40,protein coding gene
ENSMUSG00000021456.7,14.61373653,-2.141707701,0.874946719,-2.447814998,0.014372543,0.035431048,ENSMUSG00000021456,ENSMUSG00000021456,Fbp2,protein coding gene
ENSMUSG00000021477.8,843.1018277,-3.455316772,0.216430654,-15.96500641,2.24019E-57,2.25837E-54,ENSMUSG00000021477,ENSMUSG00000021477,Ctsl,protein coding gene
ENSMUSG00000021497.9,104.4206317,-2.052040945,0.336944454,-6.090146084,1.12808E-09,1.27107E-08,ENSMUSG00000021497,ENSMUSG00000021497,Txndc15,protein coding gene
ENSMUSG00000021508.10,22.84397651,-2.659509894,0.87587589,-3.036400389,0.002394212,0.007580271,ENSMUSG00000021508,ENSMUSG00000021508,Cxcl14,protein coding gene
ENSMUSG00000021520.4,181.1409667,-3.73465456,0.336751114,-11.09025153,1.39894E-28,1.43563E-26,ENSMUSG00000021520,ENSMUSG00000021520,Uqcrb,protein coding gene
ENSMUSG00000021537.8,29.51473772,-2.318526934,0.670463423,-3.458096081,0.000544007,0.002078751,ENSMUSG00000021537,ENSMUSG00000021537,Cetn3,protein coding gene
ENSMUSG00000021576.5,108.8769379,-2.141573685,0.333306498,-6.425238334,1.31663E-10,1.69149E-09,ENSMUSG00000021576,ENSMUSG00000021576,Pdcd6,protein coding gene
ENSMUSG00000021606.7,481.2601485,-2.291726476,0.3686263,-6.216936976,5.06953E-10,6.00011E-09,ENSMUSG00000021606,ENSMUSG00000021606,Ndufs6,protein coding gene
ENSMUSG00000021607.8,100.4431266,-2.257830722,0.372269331,-6.065046286,1.31916E-09,1.46518E-08,ENSMUSG00000021607,ENSMUSG00000021607,Mrpl36,protein coding gene
ENSMUSG00000021643.14,36.02832252,-3.362229801,0.594744996,-5.653229235,1.57461E-08,1.50254E-07,ENSMUSG00000021643,ENSMUSG00000021643,Serf1,protein coding gene
ENSMUSG00000021650.6,59.79142004,-2.069087813,0.481290226,-4.299043909,1.71536E-05,9.46184E-05,ENSMUSG00000021650,ENSMUSG00000021650,Ptcd2,protein coding gene
ENSMUSG00000021660.14,408.5329493,-3.499516137,0.244496064,-14.31317986,1.81042E-46,9.12559E-44,ENSMUSG00000021660,ENSMUSG00000021660,Btf3,protein coding gene
ENSMUSG00000021737.3,310.4115164,-3.171251142,0.272947508,-11.61853853,3.31763E-31,4.09047E-29,ENSMUSG00000021737,ENSMUSG00000021737,Psmd6,protein coding gene
ENSMUSG00000021748.8,128.7815727,-2.339537448,0.326426849,-7.16711096,7.65969E-13,1.32866E-11,ENSMUSG00000021748,ENSMUSG00000021748,Pdhb,protein coding gene
ENSMUSG00000021764.6,144.8348288,-3.138192421,0.410196134,-7.650468067,2.00249E-14,4.34964E-13,ENSMUSG00000021764,ENSMUSG00000021764,Ndufs4,protein coding gene
ENSMUSG00000021771.13,416.7706603,-2.733898759,0.232651768,-11.75103367,6.97602E-32,9.12634E-30,ENSMUSG00000021771,ENSMUSG00000021771,Vdac2,protein coding gene
ENSMUSG00000021807.5,287.6654423,-2.937449625,0.268359797,-10.94593772,6.94949E-28,6.61668E-26,ENSMUSG00000021807,ENSMUSG00000021807,Rtraf,protein coding gene
ENSMUSG00000021811.6,26.10109931,-2.113873092,0.637917433,-3.313709554,0.000920671,0.003310629,ENSMUSG00000021811,ENSMUSG00000021811,Dnajc9,protein coding gene
ENSMUSG00000021831.8,52.71665772,-2.055282826,0.428221049,-4.799583842,1.58996E-06,1.083E-05,ENSMUSG00000021831,ENSMUSG00000021831,Ero1a,protein coding gene
ENSMUSG00000021832.7,88.17517327,-2.011506842,0.395133977,-5.090695714,3.56752E-07,2.72704E-06,ENSMUSG00000021832,ENSMUSG00000021832,Psmc6,protein coding gene
ENSMUSG00000021877.11,478.7410171,-2.198638111,0.254592699,-8.635904022,5.82644E-18,2.01724E-16,ENSMUSG00000021877,ENSMUSG00000021877,Arf4,protein coding gene
ENSMUSG00000021917.14,411.1040443,-2.97429499,0.274447604,-10.83738734,2.28915E-27,2.05401E-25,ENSMUSG00000021917,ENSMUSG00000021917,Spcs1,protein coding gene
ENSMUSG00000021928.8,13.95377449,-3.40127469,0.982457917,-3.462005476,0.000536166,0.002049703,ENSMUSG00000021928,ENSMUSG00000021928,Ebpl,protein coding gene
ENSMUSG00000021932.13,15.39931893,-3.811262571,0.926694722,-4.112748762,3.90976E-05,0.000198829,ENSMUSG00000021932,ENSMUSG00000021932,Rnaseh2b,protein coding gene
ENSMUSG00000021951.5,35.37236948,-2.520163102,0.61573614,-4.092927051,4.25962E-05,0.000214963,ENSMUSG00000021951,ENSMUSG00000021951,Eef1akmt1,protein coding gene
ENSMUSG00000021953.14,50.39076576,-2.789581223,0.853715978,-3.267575277,0.00108473,0.003822765,ENSMUSG00000021953,ENSMUSG00000021953,Tdh,protein coding gene
ENSMUSG00000021963.16,156.7200728,-2.854889761,0.332601016,-8.583526882,9.20078E-18,3.06776E-16,ENSMUSG00000021963,ENSMUSG00000021963,Sap18,protein coding gene
ENSMUSG00000021996.16,227.1527218,-2.713323364,0.266285254,-10.18953669,2.20814E-24,1.42804E-22,ENSMUSG00000021996,ENSMUSG00000021996,Esd,protein coding gene
ENSMUSG00000022051.15,138.6232637,-2.576440883,0.319295079,-8.069153107,7.07875E-16,1.82704E-14,ENSMUSG00000022051,ENSMUSG00000022051,Bnip3l,protein coding gene
ENSMUSG00000022110.13,102.7763378,-2.432515316,0.394548817,-6.165308865,7.03457E-10,8.19568E-09,ENSMUSG00000022110,ENSMUSG00000022110,Sucla2,protein coding gene
ENSMUSG00000022132.15,190.8026916,-3.053520981,0.308506994,-9.897736634,4.25802E-23,2.4406E-21,ENSMUSG00000022132,ENSMUSG00000022132,Cldn10,protein coding gene
ENSMUSG00000022174.8,523.6559584,-2.615583494,0.306403898,-8.536391062,1.38479E-17,4.51189E-16,ENSMUSG00000022174,ENSMUSG00000022174,Dad1,protein coding gene
ENSMUSG00000022193.6,199.8557646,-3.370874299,0.369367087,-9.126081943,7.10232E-20,2.99802E-18,ENSMUSG00000022193,ENSMUSG00000022193,Psmb5,protein coding gene
ENSMUSG00000022205.15,127.7084641,-2.345225535,0.321914452,-7.285244637,3.21087E-13,5.85403E-12,ENSMUSG00000022205,ENSMUSG00000022205,Sub1,protein coding gene
ENSMUSG00000022217.14,48.6687309,-2.267506922,0.529516753,-4.282219414,1.85038E-05,0.000101413,ENSMUSG00000022217,ENSMUSG00000022217,Emc9,protein coding gene
ENSMUSG00000022247.12,48.23278894,-2.476840953,0.543435089,-4.557749403,5.17047E-06,3.17718E-05,ENSMUSG00000022247,ENSMUSG00000022247,Brix1,protein coding gene
ENSMUSG00000022270.15,586.1104685,-2.002706939,0.248117622,-8.071602985,6.93812E-16,1.79345E-14,ENSMUSG00000022270,ENSMUSG00000022270,Retreg1,protein coding gene
ENSMUSG00000022295.7,83.71490619,-2.23603304,0.391988689,-5.704330512,1.16801E-08,1.13929E-07,ENSMUSG00000022295,ENSMUSG00000022295,Atp6v1c1,protein coding gene
ENSMUSG00000022300.9,31.07531905,-2.103374006,0.576261972,-3.6500309,0.000262209,0.001087281,ENSMUSG00000022300,ENSMUSG00000022300,Dcaf13,protein coding gene
ENSMUSG00000022323.11,63.80469309,-4.303880219,0.489287595,-8.79621774,1.41505E-18,5.27198E-17,ENSMUSG00000022323,ENSMUSG00000022323,Rida,protein coding gene
ENSMUSG00000022336.2,241.0421797,-2.550017531,0.315070425,-8.093484282,5.79818E-16,1.52407E-14,ENSMUSG00000022336,ENSMUSG00000022336,Eif3e,protein coding gene
ENSMUSG00000022338.6,119.4492703,-3.12925016,0.37795226,-8.27948525,1.23709E-16,3.53944E-15,ENSMUSG00000022338,ENSMUSG00000022338,Eny2,protein coding gene
ENSMUSG00000022354.3,1043.359951,-2.019212427,0.270880009,-7.454268908,9.03675E-14,1.77605E-12,ENSMUSG00000022354,ENSMUSG00000022354,Ndufb9,protein coding gene
ENSMUSG00000022370.13,134.7779194,-3.041397227,0.361330341,-8.4172207,3.85521E-17,1.18619E-15,ENSMUSG00000022370,ENSMUSG00000022370,Mrpl13,protein coding gene
ENSMUSG00000022400.8,147.499671,-3.151725384,0.337270211,-9.344808042,9.20563E-21,4.21834E-19,ENSMUSG00000022400,ENSMUSG00000022400,Rbx1,protein coding gene
ENSMUSG00000022404.7,61.19862921,-2.29487169,0.552417043,-4.15423767,3.26374E-05,0.000169189,ENSMUSG00000022404,ENSMUSG00000022404,Slc25a17,protein coding gene
ENSMUSG00000022427.3,120.5758098,-2.815219346,0.366281732,-7.685939815,1.51878E-14,3.37161E-13,ENSMUSG00000022427,ENSMUSG00000022427,Tomm22,protein coding gene
ENSMUSG00000022437.6,356.774595,-2.121745676,0.272071096,-7.798497187,6.26487E-15,1.43567E-13,ENSMUSG00000022437,ENSMUSG00000022437,Samm50,protein coding gene
ENSMUSG00000022450.5,436.7965365,-2.358510199,0.25919545,-9.099350296,9.08738E-20,3.78928E-18,ENSMUSG00000022450,ENSMUSG00000022450,Ndufa6,protein coding gene
ENSMUSG00000022452.14,367.3745356,-2.00655453,0.316844304,-6.332935466,2.4054E-10,2.98723E-09,ENSMUSG00000022452,ENSMUSG00000022452,Smdt1,protein coding gene
ENSMUSG00000022490.6,22.85743523,-2.096185876,0.627041367,-3.342978606,0.000828843,0.003022922,ENSMUSG00000022490,ENSMUSG00000022490,Ppp1r1a,protein coding gene
ENSMUSG00000022516.9,62.83296926,-2.57137491,0.457609766,-5.619143426,1.91907E-08,1.79819E-07,ENSMUSG00000022516,ENSMUSG00000022516,Nudt16l1,protein coding gene
ENSMUSG00000022551.7,394.3040761,-2.02604027,0.293702863,-6.898265296,5.26414E-12,8.29198E-11,ENSMUSG00000022551,ENSMUSG00000022551,Cyc1,protein coding gene
ENSMUSG00000022635.9,108.2303123,-2.119642005,0.348629944,-6.079919528,1.20243E-09,1.34864E-08,ENSMUSG00000022635,ENSMUSG00000022635,Zcrb1,protein coding gene
ENSMUSG00000022671.12,61.37232165,-2.428474624,0.422230043,-5.751543891,8.84321E-09,8.7604E-08,ENSMUSG00000022671,ENSMUSG00000022671,Mzt2,protein coding gene
ENSMUSG00000022677.14,106.4569482,-2.441438656,0.370952008,-6.581548567,4.65573E-11,6.42949E-10,ENSMUSG00000022677,ENSMUSG00000022677,Cep20,protein coding gene
ENSMUSG00000022722.18,16.02044427,-2.051142454,0.738688066,-2.776736959,0.00549076,0.015595067,ENSMUSG00000022722,ENSMUSG00000022722,Arl6,protein coding gene
ENSMUSG00000022748.7,18.19131703,-2.657267672,0.744111092,-3.571063113,0.000355535,0.001426442,ENSMUSG00000022748,ENSMUSG00000022748,Cmss1,protein coding gene
ENSMUSG00000022774.12,63.01328622,-3.123999717,0.45409839,-6.879565722,6.00353E-12,9.37908E-11,ENSMUSG00000022774,ENSMUSG00000022774,Ncbp2,protein coding gene
ENSMUSG00000022787.10,17.71711544,-2.041420414,0.690330295,-2.95716475,0.003104822,0.009513756,ENSMUSG00000022787,ENSMUSG00000022787,Wdr53,protein coding gene
ENSMUSG00000022820.3,129.5190042,-3.150461815,0.361795357,-8.707855838,3.09677E-18,1.10568E-16,ENSMUSG00000022820,ENSMUSG00000022820,Ndufb4,protein coding gene
ENSMUSG00000022842.16,61.94214885,-2.366461331,0.455290064,-5.197700364,2.01769E-07,1.61058E-06,ENSMUSG00000022842,ENSMUSG00000022842,Ece2,protein coding gene
ENSMUSG00000022881.14,10.44415456,-2.343710476,0.899932574,-2.60431786,0.009205734,0.024373222,ENSMUSG00000022881,ENSMUSG00000022881,Rfc4,protein coding gene
ENSMUSG00000022884.14,539.6847784,-2.059448111,0.255313914,-8.066337153,7.24386E-16,1.86404E-14,ENSMUSG00000022884,ENSMUSG00000022884,Eif4a2,protein coding gene
ENSMUSG00000022890.13,406.5717262,-2.341658478,0.28581084,-8.193035924,2.54718E-16,7.02956E-15,ENSMUSG00000022890,ENSMUSG00000022890,Atp5pf,protein coding gene
ENSMUSG00000022913.14,44.76832897,-2.010842423,0.462000051,-4.352472293,1.34611E-05,7.5837E-05,ENSMUSG00000022913,ENSMUSG00000022913,Psmg1,protein coding gene
ENSMUSG00000022940.16,29.46214862,-2.349109598,0.573741719,-4.094367766,4.23322E-05,0.000213756,ENSMUSG00000022940,ENSMUSG00000022940,Pigp,protein coding gene
ENSMUSG00000022956.10,774.3958121,-2.986708438,0.293799374,-10.1658094,2.81772E-24,1.80862E-22,ENSMUSG00000022956,ENSMUSG00000022956,Atp5po,protein coding gene
ENSMUSG00000022972.9,43.43839016,-2.736758776,0.502386201,-5.447519799,5.1077E-08,4.48212E-07,ENSMUSG00000022972,ENSMUSG00000022972,Cfap298,protein coding gene
ENSMUSG00000022982.9,578.9160635,-2.957008165,0.31126303,-9.500030123,2.0983E-21,1.026E-19,ENSMUSG00000022982,ENSMUSG00000022982,Sod1,protein coding gene
ENSMUSG00000022993.6,62.64594484,-4.859910094,0.654732214,-7.422744735,1.14718E-13,2.23667E-12,ENSMUSG00000022993,ENSMUSG00000022993,Spmip11,protein coding gene
ENSMUSG00000023020.2,90.48627659,-2.432265415,0.469129093,-5.184639902,2.16433E-07,1.71882E-06,ENSMUSG00000023020,ENSMUSG00000023020,Cox14,protein coding gene
ENSMUSG00000023043.6,854.7660181,-2.02446687,0.239165141,-8.464723847,2.5676E-17,8.04453E-16,ENSMUSG00000023043,ENSMUSG00000023043,Krt18,protein coding gene
ENSMUSG00000023074.11,56.69961945,-2.820003695,0.437562653,-6.444799791,1.15753E-10,1.49719E-09,ENSMUSG00000023074,ENSMUSG00000023074,Mospd1,protein coding gene
ENSMUSG00000023089.12,158.5703115,-4.187456963,0.427828049,-9.787710209,1.27143E-22,6.87372E-21,ENSMUSG00000023089,ENSMUSG00000023089,Ndufa5,protein coding gene
ENSMUSG00000023106.15,146.7406009,-2.665192967,0.308838194,-8.629738856,6.14922E-18,2.11485E-16,ENSMUSG00000023106,ENSMUSG00000023106,Denr,protein coding gene
